Nombre de Comunidad,Código de Provincia,Nombre de Provincia,Población,Número de mesas,Censo electoral sin CERA,Censo CERA,Total censo electoral,Total Votantes CER,Total votantes CERA,Total votantes,Votos válidos,Votos a candidaturas,Votos en blanco,Votos nulos,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados
Cataluña                      ,8,Barcelona                                         ,4614525,5272,3604807,13141,3617948,2451527,5439,2456966,2443643,2429402,14241,13323,903546,14,257021,3,200050,3,110681,1,741682,11,0,0,29187,0,0,0,0,0,18089,0,0,0,0,0,19573,0,0,0,10782,0,60642,0,9270,0,0,0,0,0,27746,0,0,0,0,0,0,0,0,0,18518,0,2087,0,0,0,8110,0,4996,0,2223,0,0,0,1127,0,0,0,0,0,2276,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,17,Girona                                            ,488216,643,384432,1250,385682,258867,544,259411,257757,255771,1986,1654,74469,2,20468,0,10089,0,7726,0,120849,3,0,0,3197,0,0,0,0,0,0,0,0,0,0,0,2097,0,0,0,740,0,8806,0,1401,0,0,0,0,0,1261,0,0,0,0,0,0,0,0,0,3188,0,197,0,0,0,0,0,418,0,140,0,0,0,227,0,0,0,0,0,258,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,25,Lleida                                            ,352049,445,280820,2048,282868,183420,1137,184557,183444,182103,1341,1113,52504,2,22713,0,6835,0,7282,0,76602,2,0,0,2154,0,0,0,0,0,0,0,0,0,0,0,1186,0,0,0,480,0,6715,0,674,0,0,0,0,0,919,0,0,0,0,0,0,0,0,0,2216,0,0,0,0,0,723,0,418,0,158,0,0,0,120,0,0,0,0,0,170,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,43,Tarragona                                         ,524854,624,409149,1365,410514,274404,569,274973,273403,271719,1684,1570,93456,2,35813,1,14478,0,10829,0,93110,2,0,0,3404,0,0,0,0,0,1355,0,0,0,0,0,1550,0,0,0,1135,0,8593,0,977,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,2056,0,222,0,0,0,1221,0,603,0,132,0,0,0,145,0,0,0,0,0,318,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,6,Badajoz                                           ,666053,753,491771,1633,493404,375025,614,375639,373292,371493,1799,2347,204473,4,87831,2,29940,0,37215,0,0,0,0,0,2501,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,0,906,0,0,0,744,0,0,0,0,0,1162,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,1211,0,0,0,188,0,0,0,155,0,3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,10,Cáceres                                           ,420367,474,323042,1697,324739,241955,671,242626,240509,239423,1086,2117,126396,3,65430,2,12226,0,21228,0,0,0,0,0,1117,0,0,0,0,0,1652,0,0,0,0,0,976,0,0,0,744,0,0,0,1200,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,130,0,0,0,111,0,7578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,15,A Coruña                                          ,1109788,1294,861540,18222,879762,522628,3650,526278,518266,513491,4775,8012,190844,4,185709,4,20397,0,46675,1,0,0,0,0,5255,0,0,0,0,0,3029,0,0,0,0,0,2008,0,0,0,2713,0,0,0,3258,0,0,0,0,0,633,0,21202,0,5173,0,0,0,15670,0,0,0,570,0,0,0,1539,0,0,0,421,0,5539,0,430,0,0,0,0,0,646,0,0,0,434,0,0,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,27,Lugo                                              ,404888,502,329834,4600,334434,201784,1469,203253,201857,200475,1382,1396,63404,2,92374,3,3999,0,12371,0,0,0,0,0,1017,0,0,0,0,0,1790,0,0,0,0,0,0,0,0,0,372,0,0,0,509,0,0,0,0,0,157,0,5650,0,14040,0,0,0,2582,0,0,0,138,0,0,0,0,0,0,0,210,0,1223,0,160,0,0,0,0,0,198,0,0,0,86,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,32,Ourense                                           ,429382,507,333774,8378,342152,187738,2677,190415,188316,187040,1276,2099,66592,2,76707,3,3691,0,10486,0,0,0,0,0,805,0,0,0,0,0,974,0,0,0,0,0,0,0,0,0,238,0,0,0,551,0,0,0,0,0,166,0,4921,0,14578,0,0,0,2455,0,0,0,129,0,0,0,0,0,0,0,155,0,3764,0,0,0,0,0,0,0,136,0,0,0,115,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,36,Pontevedra                                        ,900414,1047,667385,14240,681625,420825,4882,425707,421949,418043,3906,3758,138910,4,164378,4,15558,0,34230,0,0,0,0,0,5983,0,0,0,0,0,0,0,0,0,0,0,4541,0,0,0,1957,0,0,0,2662,0,0,0,0,0,845,0,15990,0,12030,0,0,0,13424,0,0,0,592,0,0,0,0,0,0,0,696,0,3885,0,0,0,0,0,0,0,523,0,0,0,300,0,0,0,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad de Madrid           ,28,Madrid                                            ,4782418,5009,3695129,18812,3713941,2693174,7768,2700942,2686715,2659412,27303,14227,899723,12,919357,12,414392,5,295189,4,0,0,0,0,25539,0,0,0,0,0,30495,0,0,0,0,0,23996,0,0,0,11621,0,0,0,8427,0,0,0,0,0,3002,0,0,0,0,0,0,0,0,0,0,0,3657,0,0,0,4963,0,1888,0,1973,0,0,0,1632,0,0,0,0,0,1847,0,0,0,767,0,1057,0,0,0,3396,0,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,0,975,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad Foral de Navarra    ,31,Navarra                                           ,515766,816,406481,2237,408718,279330,820,280150,277937,274977,2960,2213,86677,2,92216,3,15979,0,19538,0,0,0,2562,0,1867,0,30632,0,0,0,0,0,0,0,13342,0,0,0,7949,0,510,0,0,0,1105,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,1541,0,0,0,0,0,275,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,1,Araba - Álava                                     ,267728,316,208247,527,208774,139057,189,139246,137846,136787,1059,1400,35723,2,19427,1,4219,0,9228,0,0,0,23247,1,1838,0,16015,0,0,0,0,0,0,0,11689,0,953,0,11873,0,397,0,0,0,589,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,120,0,0,0,120,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,20,Gipuzkoa                                          ,689222,767,534827,2214,537041,355263,911,356174,354371,352142,2229,1803,70183,2,24638,0,6935,0,7941,0,0,0,57290,1,1245,0,78138,2,0,0,0,0,0,0,63569,1,2278,0,36857,1,1192,0,0,0,700,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,241,0,0,0,146,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,48,Bizkaia                                           ,1179150,1226,919516,3077,922593,619644,1124,620768,614724,610548,4176,6044,127744,2,59632,1,22169,0,21144,0,0,0,171582,3,4682,0,92493,2,0,0,0,0,0,0,48355,1,6589,0,48559,1,3125,0,0,0,2099,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,521,0,0,0,398,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Región de Murcia              ,30,Murcia                                            ,1006788,1087,751065,2915,753980,558877,947,559824,556083,553443,2640,3741,256107,5,166712,3,51105,0,57634,1,0,0,0,0,6253,0,0,0,0,0,3589,0,0,0,0,0,3905,0,0,0,1557,0,0,0,2963,0,0,0,0,0,1602,0,0,0,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,633,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Rioja                      ,26,La Rioja                                          ,259909,401,205929,1080,207009,148710,424,149134,147808,146033,1775,1326,58678,2,60737,2,9495,0,10620,0,0,0,0,0,1823,0,0,0,0,0,0,0,0,0,0,0,1893,0,0,0,679,0,0,0,848,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,3,Alicante / Alacant                                ,1217279,1273,899578,2659,902237,667436,996,668432,664060,660729,3331,4372,290886,5,195031,3,59491,1,66230,1,0,0,0,0,7784,0,0,0,0,0,10312,0,3960,0,0,0,6348,0,0,0,3162,0,0,0,2420,0,0,0,0,0,1632,0,0,0,0,0,6985,0,0,0,0,0,1359,0,0,0,889,0,1871,0,398,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,12,Castellón / Castelló                              ,436590,540,340804,700,341504,256947,289,257236,254870,253197,1673,2366,106223,3,86359,2,14004,0,22428,0,0,0,0,0,3042,0,0,0,0,0,3753,0,3254,0,0,0,1877,0,0,0,1999,0,0,0,1238,0,0,0,0,0,525,0,0,0,0,0,6267,0,0,0,0,0,319,0,0,0,0,0,979,0,176,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,46,Valencia / València                               ,2078815,2061,1599236,5679,1604915,1203261,1984,1205245,1199875,1193855,6020,5370,481268,8,290711,4,118706,1,77573,1,0,0,0,0,11099,0,0,0,0,0,21748,0,137710,2,0,0,7233,0,0,0,7787,0,0,0,3128,0,0,0,0,0,1869,0,0,0,0,0,27515,0,0,0,0,0,1420,0,0,0,0,0,1763,0,623,0,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,0,0,0,0,0,0,0,0,0,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciudad de Ceuta               ,51,Ceuta                                             ,65151,53,40933,420,41353,22979,152,23131,22919,22649,270,212,8643,1,7855,0,0,0,1880,0,0,0,0,0,605,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciudad de Melilla             ,52,Melilla                                           ,52388,44,33630,355,33985,17477,157,17634,17508,17351,157,126,6741,0,9748,1,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1378,Total,38476094,44285,29438479,165576,29604055,20586503,59862,20646365,20493682,20351887,141795,152683,8115568,175,5285972,107,1858588,17,1617716,14,1032243,18,254681,5,219883,0,217278,4,212687,2,157103,0,144924,2,136955,2,136335,0,105238,2,86257,0,84756,0,81218,0,71733,1,64767,1,62664,0,47763,0,45821,0,40767,0,34131,0,25978,0,24025,0,21539,0,21235,0,17095,0,15936,0,14411,0,12807,0,10984,0,7989,0,7906,0,6371,0,5414,0,4942,0,3657,0,3396,0,3330,0,3218,0,3156,0,2988,0,2962,0,2883,0,2760,0,1411,0,1368,0,1359,0,1199,0,1041,0,975,0,931,0,904,0,827,0,472,0,426,0,398,0,301,0,245,0,0,0,0,0
